0			5.00141312
2.036537131	4.850088222
4.147487982	4.289758799
6.254062373	3.535900323
8.392913993	2.499122743
10.45997816	1.236222936
12.51477733	0.104772536
14.58805582	-1.315514016
16.61252657	-2.471332037
18.74568266	-3.555815259
20.77401138	-4.426665805
22.78177541	-4.785480548
24.95363251	-4.992881806
27.00247713	-4.971707125
29.09384939	-4.3381802
31.23776411	-3.610719212
33.33245492	-2.562860794
35.48584406	-1.36106129
37.53755438	0.001617837
39.704302	1.228374594
41.80023946	2.542785771
43.89589085	3.602473793
45.9798052	4.451201825
48.10140678	4.802335411
50.2581191	4.973724902
52.38670146	4.727550046
54.46843384	4.245380626
56.65682444	3.445439743
58.71278032	2.21566778
60.82123525	1.088080434
62.91306434	-0.204782594
65.10418135	-1.528291562
67.23293502	-2.686161323
69.3244853	-3.698199143
71.33214191	-4.496595926
73.37848695	-4.925176576
75.44181144	-4.819599485
77.54990578	-4.714087919
79.63654304	-4.271225273
81.75322878	-3.372812406
83.85309534	-2.241959332
86.0038032	-1.050490305
88.04101581	0.324756505
90.10350465	1.634773221
92.2084545	2.763247414
94.3011875	3.735164129
96.30845364	4.439000187
98.46018938	4.993907378
100.5927805	4.98056139
102.7241918	4.681320537
104.8631714	4.210426368
107.0208414	3.12869961
109.1070723	2.067546879
111.2091626	0.845056021
113.285777	-0.433094086
115.3882846	-1.873930882
117.405592	-2.81836162
119.4847659	-3.802190047
121.5997975	-4.551638379
123.671576	-5.060258706
125.8155557	-4.929293484
127.9000013	-4.701029372
129.9465208	-4.174728311
132.0216861	-3.136148976
134.1157453	-2.089799501
136.2999135	-0.745384262
138.4473614	0.616600766
140.5888589	1.842194701
142.7014234	2.996002312
144.8294532	3.938993769
146.8333714	4.48482863
148.8670855	4.979499854
150.9541023	4.931082522
153.1066489	4.591465866
155.1408738	3.963540356
157.2671946	2.924275546
159.3510364	1.986028381
161.4826103	0.549918783
163.5935564	-0.629455643
165.742519	-1.96771576
167.7907993	-3.055205751
169.9165897	-4.109150509
172.0586461	-4.683365536
174.1158879	-4.957730364
176.2120405	-4.834354593
178.3868146	-4.646954876
180.5538623	-3.908969148
182.6850201	-2.950541244
184.7725094	-1.801380189
186.8969103	-0.377342753
188.8684015	0.845057194
190.9311724	2.001592846
193.0359145	3.210940183
195.1801884	4.289274853
197.2418802	4.688669834
199.3484462	5.0674413
201.394675	4.999359277
203.4558917	4.367326526
205.5932466	3.873503598
207.6609407	2.779186896
209.7533052	1.707538998
