0				-0.049935191
2.036537131		1.82265176
4.147487982		1.752838598
6.254062373		-0.163375388
8.392913993		-1.794272938
10.45997816		-1.784753173
12.51477733		-0.059668273
14.58805582		1.638714892
16.61252657		1.736540298
18.74568266		0.025952596
20.77401138		-1.673251086
22.78177541		-1.708363963
24.95363251		-0.058441417
27.00247713		1.832234863
29.09384939		1.82632188
31.23776411		-0.047237002
33.33245492		-1.649956252
35.48584406		-1.596587847
37.53755438		0.07637275
39.704302		1.83301526
41.80023946		1.695653543
43.89589085		-0.116931983
45.9798052		-1.904339551
48.10140678		-1.572975122
50.2581191		0.306757339
52.38670146		1.912813293
54.46843384		1.662726002
56.65682444		-0.328975843
58.71278032		-1.721961163
60.82123525		-1.466174226
62.91306434		0.443815792
65.10418135		1.827092249
67.23293502		1.360001541
69.3244853		-0.760343685
71.33214191		-2.052183635
73.37848695		-1.385158055
75.44181144		0.411376384
77.54990578		2.05391877
79.63654304		1.450530813
81.75322878		-0.553213647
83.85309534		-2.012334774
86.0038032		-1.356357039
88.04101581		0.769191702
90.10350465		1.958939753
92.2084545		1.394310014
94.3011875		-0.557142608
96.30845364		-1.854379516
98.46018938		-1.470433557
100.5927805		0.733028168
102.7241918		2.091185775
104.8631714		1.216182294
107.0208414		-0.757051456
109.1070723		-1.984320213
111.2091626		-1.209818424
113.285777		0.683506356
115.3882846		1.827526706
117.405592		1.391399861
119.4847659		-0.996977799
121.5997975		-1.971042086
123.671576		-1.253748263
125.8155557		0.860678018
127.9000013		1.998132812
129.9465208		1.293201685
132.0216861		-0.666608906
134.1157453		-1.928103713
136.2999135		-1.083853912
138.4473614		1.049883265
140.5888589		1.857921542
142.7014234		1.027411991
144.8294532		-1.033643446
146.8333714		-2.035146338
148.8670855		-0.992216957
150.9541023		0.925173317
153.1066489		2.006946534
155.1408738		1.025283597
157.2671946		-1.194450283
159.3510364		-2.179060224
161.4826103		-1.006242434
163.5935564		1.072635685
165.742519		2.006281907
167.7907993		1.053212702
169.9165897		-1.350789173
172.0586461		-1.965400105
174.1158879		-0.949918447
176.2120405		1.147062713
178.3868146		1.91374938
180.5538623		0.667125565
182.6850201		-1.384464176
184.7725094		-2.02539581
186.8969103		-0.616876141
188.8684015		1.437359645
190.9311724		2.105393031
193.0359145		0.705031144
195.1801884		-1.363435121
197.2418802		-2.173749536
199.3484462		-0.618071517
201.394675		1.245580652
203.4558917		1.874332552
205.5932466		0.724627639
207.6609407		-1.430589219
209.7533052		-1.932824118
